3.300000000000000000e+02 2.273090594308184095e-02 2.153579321879199940e-02 2.637812099357436657e-01 2.499125026694271334e-01
3.400000000000000000e+02 2.354747416144263583e-02 2.218839301330085070e-02 2.732570906231933661e-01 2.574856088109249153e-01
3.500000000000000000e+02 2.435284080433111273e-02 2.284099280780969854e-02 2.826029824250846367e-01 2.650587149524227248e-01
3.600000000000000000e+02 2.514800245497427963e-02 2.349359260231854638e-02 2.918304502095349640e-01 2.726318210939204789e-01
3.700000000000000000e+02 2.593388567537445802e-02 2.414619239682739421e-02 3.009502462820909385e-01 2.802049272354182885e-01
3.800000000000000000e+02 2.671134538720407528e-02 2.479879219133624552e-02 3.099722915967928483e-01 2.877780333769160981e-01
3.900000000000000000e+02 2.748116550656764037e-02 2.545139198584509682e-02 3.189056831222811805e-01 2.953511395184139077e-01
4.000000000000000000e+02 2.824406114098607784e-02 2.610399178035393772e-02 3.277587193367413887e-01 3.029242456599116617e-01
4.100000000000000000e+02 2.900068182298090602e-02 2.675659157486279249e-02 3.365389377520899283e-01 3.104973518014094713e-01
4.200000000000000000e+02 2.975161538557494212e-02 2.740919136937163686e-02 3.452531598872926044e-01 3.180704579429072254e-01
4.300000000000000000e+02 3.049739218734948479e-02 2.806179116388048816e-02 3.539075402981169405e-01 3.256435640844050350e-01
4.400000000000000000e+02 3.123848947414193875e-02 2.871439095838933600e-02 3.625076171925316060e-01 3.332166702259028446e-01
4.500000000000000000e+02 3.197533572558845794e-02 2.936699075289818384e-02 3.710583628702389669e-01 3.407897763674005986e-01
4.600000000000000000e+02 3.270831488131394071e-02 3.001959054740703514e-02 3.795642327655738280e-01 3.483628825088984637e-01
4.700000000000000000e+02 3.343777037685243675e-02 3.067219034191587951e-02 3.880292122824146039e-01 3.559359886503962178e-01
4.800000000000000000e+02 3.416400894574929403e-02 3.132479013642473081e-02 3.964568609157467227e-01 3.635090947918940274e-01
4.900000000000000000e+02 3.488730416370241366e-02 3.197738993093358212e-02 4.048503533797143117e-01 3.710822009333917815e-01
5.000000000000000000e+02 3.560789972480216808e-02 3.262998972544242648e-02 4.132125176268048872e-01 3.786553070748895911e-01
5.100000000000000000e+02 3.632601244996733203e-02 3.328258951995127085e-02 4.215458697592997517e-01 3.862284132163873451e-01
5.200000000000000000e+02 3.704183503459586996e-02 3.393518931446012216e-02 4.298526459144364487e-01 3.938015193578851547e-01
5.300000000000000000e+02 3.775553854716098140e-02 3.458778910896897346e-02 4.381348312594122163e-01 4.013746254993829643e-01
5.400000000000000000e+02 3.846727469329219717e-02 3.524038890347782477e-02 4.463941862649541403e-01 4.089477316408807739e-01
5.500000000000000000e+02 3.917717786153043780e-02 3.589298869798667607e-02 4.546322704453206187e-01 4.165208377823785835e-01
5.600000000000000000e+02 3.988536696758859107e-02 3.654558849249551350e-02 4.628504637600567850e-01 4.240939439238763375e-01
5.700000000000000000e+02 4.059194711399117389e-02 3.719818828700436480e-02 4.710499858733130929e-01 4.316670500653741471e-01
5.800000000000000000e+02 4.129701108149183564e-02 3.785078808151321611e-02 4.792319134610265596e-01 4.392401562068719012e-01
5.900000000000000000e+02 4.200064066793400552e-02 3.850338787602206742e-02 4.873971957477534200e-01 4.468132623483697108e-01
6.000000000000000000e+02 4.270290788927785103e-02 3.915598767053091178e-02 4.955466684440086866e-01 4.543863684898675204e-01
6.100000000000000000e+02 4.340387605649256159e-02 3.980858746503975615e-02 5.036810662430816210e-01 4.619594746313652744e-01
6.200000000000000000e+02 4.410360074086861620e-02 4.046118725954860745e-02 5.118010340230194632e-01 4.695325807728631395e-01
6.300000000000000000e+02 4.480213063932800971e-02 4.111378705405745876e-02 5.199071368881360566e-01 4.771056869143608381e-01
6.400000000000000000e+02 4.549950835012936401e-02 4.176638684856631006e-02 5.279998691706954128e-01 4.846787930558587032e-01
6.500000000000000000e+02 4.619577106845833281e-02 4.241898664307514749e-02 5.360796625029036200e-01 4.922518991973564018e-01
6.600000000000000000e+02 4.689095121039293240e-02 4.307158643758399880e-02 5.441468930577254559e-01 4.998250053388542669e-01
6.700000000000000000e+02 4.758507697288699018e-02 4.372418623209285704e-02 5.522018880472224778e-01 5.073981114803520764e-01
6.800000000000000000e+02 4.827817283659766034e-02 4.437678602660170141e-02 5.602449315576244482e-01 5.149712176218498305e-01
6.900000000000000000e+02 4.897026001764574754e-02 4.502938582111055271e-02 5.682762697917894679e-01 5.225443237633476956e-01
7.000000000000000000e+02 4.966135687375669572e-02 4.568198561561939708e-02 5.762961157822752423e-01 5.301174299048454497e-01
7.100000000000000000e+02 5.035147926959349096e-02 4.633458541012824145e-02 5.843046536308509342e-01 5.376905360463432038e-01
7.200000000000000000e+02 5.104064090559814332e-02 4.698718520463709275e-02 5.923020423245439758e-01 5.452636421878409578e-01
7.300000000000000000e+02 5.172885361414626681e-02 4.763978499914594406e-02 6.002884191723717455e-01 5.528367483293388229e-01
7.400000000000000000e+02 5.241612762639530354e-02 4.829238479365478842e-02 6.082639029019861754e-01 5.604098544708365770e-01
7.500000000000000000e+02 5.310247181286897183e-02 4.894498458816363279e-02 6.162285964515403780e-01 5.679829606123343311e-01
7.600000000000000000e+02 5.378789390039222934e-02 4.959758438267249103e-02 6.241825894871146918e-01 5.755560667538321962e-01
7.700000000000000000e+02 5.447240066780040246e-02 5.025018417718133540e-02 6.321259606738264258e-01 5.831291728953299502e-01
7.800000000000000000e+02 5.515599812250382428e-02 5.090278397169019364e-02 6.400587797247778710e-01 5.907022790368278153e-01
7.900000000000000000e+02 5.583869165978355698e-02 5.155538376619903801e-02 6.479811092496056135e-01 5.982753851783255694e-01
8.000000000000000000e+02 5.652048620649352539e-02 5.220798356070787544e-02 6.558930064220754863e-01 6.058484913198233235e-01
